Date,Open*,High,Low,Close**,Volume,Market Cap
21.Mar.19,0.510677,0.583402,0.500286,0.514022,"15,507,100","179,907,700"
22.Mar.19,0.452831,0.527735,0.441729,0.506044,"7,214,500","177,115,400"
23.Mar.19,0.418134,0.459612,0.416247,0.45041,"2,879,160","157,643,500"
24.Mar.19,0.438024,0.43982,0.397705,0.418148,"1,424,720","146,351,800"
25.Mar.19,0.444391,0.447224,0.429002,0.440448,"1,171,860","154,156,800"
26.Mar.19,0.433165,0.457754,0.420503,0.444364,"1,712,840","155,527,400"
27.Mar.19,0.438584,0.445884,0.414242,0.432123,"2,274,910","151,243,050"
28.Mar.19,0.412713,0.442806,0.398309,0.437743,"1,596,200","153,210,050"
29.Mar.19,0.435015,0.437667,0.407978,0.412075,"2,378,480","144,226,250"
30.Mar.19,0.3904,0.482214,0.3904,0.437883,"10,378,700","153,259,050"
31.Mar.19,0.368917,0.392008,0.355149,0.390431,"1,903,340","136,650,850"
1.Apr.19,0.369953,0.378515,0.366153,0.371791,"793,981","130,126,850"
2.Apr.19,0.361531,0.372737,0.358516,0.370766,"761,786","129,768,100"
3.Apr.19,0.375809,0.380194,0.356982,0.361977,"892,791","126,691,950"
4.Apr.19,0.376157,0.396928,0.366221,0.376913,"1,957,950","131,919,550"
5.Apr.19,0.359983,0.38312,0.350594,0.376968,"3,231,860","131,938,800"
6.Apr.19,0.340121,0.367643,0.33645,0.358845,"2,507,920","125,595,750"
7.Apr.19,0.326235,0.350657,0.322104,0.339638,"1,787,330","118,873,300"
8.Apr.19,0.319704,0.334104,0.316103,0.325284,"959,805","113,849,400"
9.Apr.19,0.311916,0.323745,0.311512,0.318843,"602,792","111,595,050"
10.Apr.19,0.303087,0.314708,0.301899,0.311278,"1,180,340","108,947,300"
11.Apr.19,0.347456,0.34844,0.301134,0.303201,"1,584,750","106,120,350"
12.Apr.19,0.339312,0.35676,0.332131,0.347861,"2,540,720","121,751,350"
13.Apr.19,0.343623,0.344227,0.33011,0.339712,"1,409,520","118,899,200"
14.Apr.19,0.337935,0.347392,0.334874,0.343585,"1,334,080","120,254,750"
15.Apr.19,0.337194,0.341053,0.333346,0.337637,"1,286,090","118,172,950"
16.Apr.19,0.359769,0.377053,0.334301,0.338098,"4,656,480","118,334,300"
17.Apr.19,0.32089,0.36668,0.317891,0.356504,"4,114,640","124,776,400"
18.Apr.19,0.310651,0.322559,0.310651,0.32094,"996,871","112,329,000"
19.Apr.19,0.320521,0.321603,0.305997,0.310338,"1,149,830","108,618,300"
20.Apr.19,0.324566,0.327268,0.318859,0.321105,"1,133,880","112,386,750"
21.Apr.19,0.332822,0.333274,0.323218,0.325232,"772,346","113,831,200"
22.Apr.19,0.32891,0.332935,0.320582,0.331898,"896,424","116,164,300"
23.Apr.19,0.334734,0.334734,0.325455,0.329202,"569,884","115,220,700"
24.Apr.19,0.346138,0.349646,0.327474,0.334983,"1,126,520","117,244,050"
25.Apr.19,0.344722,0.349976,0.332093,0.34559,"2,188,310","120,956,500"
26.Apr.19,0.326186,0.377129,0.316625,0.348924,"4,319,900","122,123,400"
27.Apr.19,0.333479,0.347311,0.317065,0.326493,"2,487,050","114,272,550"
28.Apr.19,0.342773,0.353736,0.330714,0.334657,"1,999,280","117,129,950"
29.Apr.19,0.340165,0.347555,0.332853,0.343609,"2,458,210","120,263,150"
30.Apr.19,0.353784,0.353784,0.323429,0.33786,"2,895,180","118,251,000"
1.May.19,0.354068,0.374125,0.338948,0.353303,"7,925,320","123,656,050"
2.May.19,0.331875,0.424509,0.326369,0.358403,"26,124,800","125,441,050"
3.May.19,0.291016,0.344874,0.285346,0.329173,"6,164,950","115,210,550"
4.May.19,0.268891,0.305719,0.266162,0.291212,"1,569,640","101,924,200"
5.May.19,0.274897,0.282215,0.261128,0.268721,"644,191","94,052,350"
6.May.19,0.271143,0.280837,0.260933,0.273865,"699,587","95,852,750"
7.May.19,0.269763,0.279133,0.265223,0.269288,"430,008","94,250,800"
8.May.19,0.272404,0.272974,0.261806,0.268898,"727,881","94,114,300"
9.May.19,0.254156,0.276296,0.25377,0.271776,"780,362","95,121,600"
10.May.19,0.260944,0.271943,0.24755,0.253495,"902,340","88,723,250"
11.May.19,0.246926,0.267273,0.239959,0.260429,"919,435","91,150,150"
12.May.19,0.239819,0.254832,0.239586,0.247807,"608,181","86,732,450"
13.May.19,0.241427,0.255482,0.234261,0.239741,"438,981","83,909,350"
14.May.19,0.261721,0.276133,0.237862,0.241907,"554,111","84,667,450"
15.May.19,0.272267,0.289301,0.258255,0.260662,"1,305,730","91,231,700"
16.May.19,0.267087,0.284026,0.245265,0.27239,"1,793,980","95,336,500"
17.May.19,0.29976,0.300533,0.265584,0.268699,"1,648,130","94,044,650"
18.May.19,0.306679,0.309282,0.292887,0.29972,"1,253,120","104,902,000"
19.May.19,0.310924,0.311338,0.294637,0.30394,"697,608","106,379,000"
20.May.19,0.328204,0.341612,0.300814,0.310938,"1,355,060","108,828,300"
21.May.19,0.32798,0.33432,0.319254,0.328258,"473,642","114,890,300"
22.May.19,0.305595,0.332516,0.298245,0.328099,"1,091,390","114,834,650"
23.May.19,0.308564,0.314136,0.291036,0.30539,"1,329,920","106,886,500"
24.May.19,0.335953,0.337197,0.30871,0.30871,"875,125","108,048,500"
25.May.19,0.335245,0.339639,0.325863,0.335793,"1,265,750","117,527,550"
26.May.19,0.328734,0.336085,0.323461,0.336085,"643,844","117,629,750"
27.May.19,0.318032,0.336788,0.306008,0.328878,"1,134,650","115,107,300"
28.May.19,0.335559,0.338505,0.319767,0.319767,"920,084","111,918,450"
29.May.19,0.321761,0.341856,0.314113,0.336927,"1,491,040","117,924,450"
30.May.19,0.314437,0.322174,0.302736,0.321022,"2,108,960","112,357,700"
31.May.19,0.313597,0.34877,0.303965,0.314632,"2,623,480","110,121,200"
1.Jun.19,0.290898,0.334666,0.286131,0.311927,"3,836,640","109,174,450"
2.Jun.19,0.299123,0.305469,0.285545,0.287262,"1,424,350","100,541,700"
3.Jun.19,0.275555,0.311823,0.274852,0.302272,"2,567,610","105,795,200"
4.Jun.19,0.292455,0.297414,0.260974,0.27332,"1,755,680","95,662,000"
5.Jun.19,0.269883,0.294185,0.267399,0.291827,"2,160,710","102,139,450"
6.Jun.19,0.256857,0.279403,0.251698,0.268244,"1,733,710","93,885,400"
7.Jun.19,0.274795,0.279145,0.254971,0.257547,"2,353,510","90,141,450"
8.Jun.19,0.258216,0.272586,0.226687,0.27191,"3,309,590","95,168,500"
9.Jun.19,0.284198,0.298308,0.259292,0.259292,"2,741,600","90,752,200"
10.Jun.19,0.271578,0.288883,0.261435,0.283597,"2,512,980","99,258,950"
11.Jun.19,0.274466,0.281594,0.236959,0.27067,"3,237,720","94,734,500"
12.Jun.19,0.276216,0.312034,0.269657,0.274727,"4,713,140","96,154,450"
13.Jun.19,0.228182,0.300537,0.228182,0.276128,"5,960,760","96,644,800"
14.Jun.19,0.234336,0.236093,0.220033,0.22804,"996,081","79,814,000"
15.Jun.19,0.23486,0.258017,0.232132,0.233997,"1,039,530","81,898,950"
16.Jun.19,0.254249,0.259318,0.23373,0.236471,"723,640","82,764,850"
17.Jun.19,0.256847,0.257437,0.242065,0.253947,"866,923","88,881,450"
18.Jun.19,0.285081,0.286994,0.249021,0.257989,"1,284,510","90,296,150"
19.Jun.19,0.310153,0.310153,0.274588,0.284746,"1,460,180","99,661,100"
20.Jun.19,0.288338,0.317333,0.288202,0.30958,"1,954,190","108,353,000"
21.Jun.19,0.297106,0.308805,0.26952,0.28728,"1,546,730","100,548,000"
22.Jun.19,0.313723,0.313723,0.264631,0.293934,"2,272,300","102,876,900"
23.Jun.19,0.329398,0.358734,0.288956,0.318274,"3,691,130","111,395,900"
24.Jun.19,0.281399,0.346813,0.276922,0.328679,"5,325,900","115,037,650"
25.Jun.19,0.266786,0.286774,0.253915,0.279981,"1,182,800","97,993,350"
26.Jun.19,0.252518,0.283349,0.246192,0.26684,"2,030,030","93,394,000"
27.Jun.19,0.245023,0.281131,0.243262,0.251831,"2,378,590","88,140,850"
28.Jun.19,0.200765,0.262498,0.197738,0.243708,"4,145,790","85,297,800"
29.Jun.19,0.195584,0.207308,0.183889,0.202624,"1,061,290","70,918,400"
30.Jun.19,0.202412,0.213927,0.196369,0.19705,"751,454","68,967,500"
1.Jul.19,0.223471,0.223888,0.200987,0.201422,"877,479","70,497,700"
2.Jul.19,0.217565,0.222991,0.199057,0.222991,"987,338","78,046,850"
3.Jul.19,0.228497,0.235086,0.212104,0.21645,"583,083","75,757,500"
4.Jul.19,0.242828,0.244187,0.225724,0.229673,"684,897","80,385,550"
5.Jul.19,0.248726,0.255757,0.229915,0.23978,"913,101","83,923,000"
6.Jul.19,0.222514,0.254341,0.218476,0.248674,"849,921","87,035,900"
7.Jul.19,0.200191,0.223189,0.192503,0.222559,"696,931","77,895,650"
8.Jul.19,0.195647,0.201663,0.189206,0.19931,"398,773","69,758,500"
9.Jul.19,0.201004,0.203627,0.192787,0.194691,"499,009","68,141,850"
10.Jul.19,0.204858,0.217063,0.199866,0.200695,"776,288","70,243,250"
11.Jul.19,0.206945,0.21178,0.193267,0.204594,"598,761","71,607,900"
12.Jul.19,0.210715,0.215486,0.202571,0.206735,"531,092","72,357,250"
13.Jul.19,0.235123,0.236526,0.207929,0.211167,"584,208","73,908,450"
14.Jul.19,0.247927,0.253253,0.234844,0.235216,"575,313","82,325,600"
15.Jul.19,0.24809,0.252688,0.239516,0.246745,"497,111","86,360,750"
16.Jul.19,0.23108,0.255759,0.230163,0.249942,"1,712,400","87,479,700"
17.Jul.19,0.218486,0.231747,0.215816,0.229949,"458,131","80,482,150"
18.Jul.19,0.23113,0.241421,0.215229,0.218494,"646,977","76,472,900"
19.Jul.19,0.235724,0.247761,0.230494,0.232286,"617,233","81,300,100"
20.Jul.19,0.249639,0.260895,0.235103,0.236518,"721,174","82,781,300"
21.Jul.19,0.222635,0.252846,0.212614,0.249,"832,198","87,150,000"
22.Jul.19,0.226203,0.230038,0.214822,0.2212,"552,528","77,420,000"
23.Jul.19,0.180985,0.227225,0.180985,0.226619,"1,331,670","79,316,650"
24.Jul.19,0.166213,0.18346,0.162135,0.181072,"435,250","63,375,200"
25.Jul.19,0.172153,0.175574,0.164628,0.166278,"1,015,270","58,197,300"
26.Jul.19,0.170717,0.175756,0.165746,0.171995,"450,340","60,198,250"
27.Jul.19,0.179486,0.185113,0.170625,0.170771,"466,123","59,769,850"
28.Jul.19,0.186768,0.18904,0.178558,0.179697,"534,090","62,893,950"
29.Jul.19,0.193838,0.193838,0.169898,0.186944,"486,218","65,430,400"
30.Jul.19,0.185813,0.197427,0.184344,0.19366,"473,507","67,781,000"
31.Jul.19,0.21227,0.213048,0.176818,0.186089,"976,667","65,131,150"
1.Aug.19,0.22446,0.234165,0.212161,0.212881,"916,385","74,508,350"
2.Aug.19,0.222616,0.241406,0.211512,0.225581,"1,090,550","78,953,350"
3.Aug.19,0.209795,0.223699,0.209103,0.220765,"636,392","77,267,750"
4.Aug.19,0.214128,0.219117,0.203779,0.21008,"649,237","73,528,000"
5.Aug.19,0.222324,0.227596,0.210932,0.214002,"659,047","74,900,700"
6.Aug.19,0.223513,0.231015,0.209285,0.222022,"491,185","77,707,700"
7.Aug.19,0.239984,0.240677,0.222245,0.223557,"420,554","78,244,950"
8.Aug.19,0.214586,0.246365,0.213462,0.239964,"1,224,850","83,987,400"
9.Aug.19,0.228528,0.23177,0.200626,0.214526,"1,545,500","75,084,100"
10.Aug.19,0.264913,0.269029,0.225996,0.228636,"1,093,790","80,022,600"
11.Aug.19,0.242126,0.264211,0.241323,0.262975,"822,274","92,041,250"
12.Aug.19,0.296918,0.296918,0.238184,0.241828,"1,404,290","84,639,800"
13.Aug.19,0.295341,0.31023,0.290372,0.297624,"980,861","104,168,400"
14.Aug.19,0.307156,0.320542,0.293531,0.293531,"1,653,140","102,735,850"
15.Aug.19,0.330176,0.33441,0.302987,0.30677,"1,534,880","107,369,500"
16.Aug.19,0.336001,0.344035,0.323187,0.329864,"958,238","115,452,400"
17.Aug.19,0.339333,0.342375,0.32121,0.336191,"1,150,320","117,666,850"
18.Aug.19,0.360814,0.363464,0.330667,0.340509,"1,482,450","119,178,150"
19.Aug.19,0.368361,0.373085,0.360251,0.362294,"1,784,810","126,802,900"
20.Aug.19,0.351132,0.370455,0.34644,0.36731,"1,931,240","128,558,500"
21.Aug.19,0.344391,0.358604,0.34015,0.349503,"1,749,230","122,326,050"
22.Aug.19,0.336011,0.35205,0.331817,0.344773,"1,893,860","120,670,550"
23.Aug.19,0.351707,0.360788,0.332259,0.335834,"1,887,930","117,541,900"
24.Aug.19,0.316005,0.353393,0.307569,0.351257,"2,054,720","122,939,950"
25.Aug.19,0.345454,0.349226,0.31238,0.31585,"1,893,850","110,547,500"
26.Aug.19,0.364613,0.364613,0.339327,0.345249,"1,537,460","120,837,150"
27.Aug.19,0.342905,0.378707,0.341086,0.36462,"2,132,460","127,617,000"
28.Aug.19,0.361846,0.368043,0.337588,0.342848,"884,160","119,996,800"
29.Aug.19,0.347501,0.364461,0.32702,0.360526,"994,366","126,184,100"
30.Aug.19,0.376795,0.38465,0.325221,0.34869,"1,671,040","122,041,500"
31.Aug.19,0.424544,0.425094,0.375938,0.376997,"1,350,350","131,948,950"
1.Sep.19,0.453276,0.459815,0.422359,0.424356,"1,486,740","148,524,600"
2.Sep.19,0.45406,0.4668,0.447304,0.453171,"1,025,440","158,609,850"
3.Sep.19,0.456888,0.469481,0.446857,0.453086,"1,142,290","158,580,100"
4.Sep.19,0.443198,0.466155,0.431033,0.456841,"1,238,790","159,894,350"
5.Sep.19,0.480957,0.489524,0.439751,0.444447,"1,213,040","155,556,450"
6.Sep.19,0.504069,0.509343,0.47395,0.480891,"2,304,810","168,311,850"
7.Sep.19,0.517117,0.540287,0.50276,0.504004,"4,057,270","176,401,400"
8.Sep.19,0.503561,0.519388,0.467152,0.516912,"7,448,630","180,919,200"
9.Sep.19,0.463815,0.507848,0.461998,0.503457,"7,268,850","176,209,950"
10.Sep.19,0.465587,0.479527,0.435912,0.464764,"5,915,750","162,667,400"
11.Sep.19,0.528553,0.542279,0.463324,0.467844,"7,637,640","163,745,400"
12.Sep.19,0.540756,0.580562,0.526081,0.526373,"8,782,470","184,230,550"
13.Sep.19,0.553441,0.566589,0.51874,0.539512,"8,745,840","188,829,200"
14.Sep.19,0.575398,0.605246,0.550472,0.552857,"11,448,600","193,499,950"
15.Sep.19,0.539151,0.576308,0.517246,0.573018,"11,589,100","200,556,300"
16.Sep.19,0.569823,0.579571,0.515715,0.538399,"10,221,100","188,439,650"
17.Sep.19,0.582434,0.605718,0.568581,0.571535,"8,913,690","200,037,250"
18.Sep.19,0.568115,0.595175,0.545682,0.582583,"9,514,950","203,904,050"
19.Sep.19,0.566081,0.580635,0.553803,0.567669,"12,504,300","198,684,150"
20.Sep.19,0.548807,0.579055,0.542267,0.564701,"12,012,700","197,645,350"
21.Sep.19,0.546737,0.56409,0.513602,0.550401,"11,765,500","192,640,350"
22.Sep.19,0.518846,0.595504,0.501624,0.544691,"16,614,200","190,641,850"
23.Sep.19,0.484039,0.524225,0.484039,0.515714,"13,234,600","180,499,900"
24.Sep.19,0.452135,0.485825,0.44889,0.484476,"11,109,500","169,566,600"
25.Sep.19,0.490388,0.490388,0.452005,0.452005,"9,550,110","158,201,750"
26.Sep.19,0.437818,0.491522,0.427058,0.490148,"9,472,480","171,551,800"
27.Sep.19,0.533049,0.533049,0.420517,0.434367,"11,093,000","152,028,450"
28.Sep.19,0.492222,0.540175,0.492222,0.536824,"14,352,600","187,888,400"
29.Sep.19,0.499589,0.50602,0.49108,0.492385,"13,159,300","172,334,750"
30.Sep.19,0.491732,0.507285,0.484899,0.499311,"12,728,200","174,758,850"
1.Oct.19,0.482384,0.49458,0.437563,0.491349,"13,561,900","171,972,150"
2.Oct.19,0.483105,0.491307,0.46322,0.481416,"12,657,700","168,495,600"
3.Oct.19,0.446446,0.482795,0.445759,0.482795,"12,987,800","168,978,250"
4.Oct.19,0.418092,0.447514,0.418092,0.44629,"11,779,200","156,201,500"
5.Oct.19,0.409593,0.442639,0.407598,0.416794,"11,459,000","145,877,900"
6.Oct.19,0.42428,0.427754,0.395853,0.409538,"9,864,350","143,338,300"
7.Oct.19,0.394515,0.427119,0.394515,0.423946,"10,745,200","148,381,100"
8.Oct.19,0.38004,0.418225,0.374964,0.394007,"9,167,990","137,902,450"
9.Oct.19,0.387293,0.419498,0.374365,0.381543,"11,271,600","133,540,050"
10.Oct.19,0.358107,0.390432,0.339751,0.386811,"11,536,600","135,383,850"
11.Oct.19,0.356482,0.37555,0.352602,0.359287,"10,603,500","125,750,450"
12.Oct.19,0.318395,0.357976,0.313079,0.355836,"9,540,080","124,542,600"
13.Oct.19,0.328047,0.339652,0.300099,0.311528,"9,020,550","109,034,800"
14.Oct.19,0.30624,0.330459,0.300253,0.327094,"10,058,800","114,482,900"
15.Oct.19,0.275059,0.305454,0.275013,0.304124,"8,668,510","106,443,400"
16.Oct.19,0.285239,0.290033,0.270799,0.275062,"7,671,220","96,271,700"
17.Oct.19,0.289063,0.308896,0.272381,0.286925,"9,738,160","100,423,750"
18.Oct.19,0.295325,0.300448,0.269061,0.290161,"8,929,810","101,556,350"
19.Oct.19,0.273958,0.298269,0.269954,0.295473,"8,705,370","103,415,550"
20.Oct.19,0.262899,0.279084,0.259882,0.273684,"7,697,230","95,789,400"
21.Oct.19,0.280087,0.284584,0.244567,0.26158,"7,962,260","91,553,000"
22.Oct.19,0.286772,0.298324,0.278543,0.280171,"7,349,410","98,059,850"
23.Oct.19,0.280455,0.306109,0.268745,0.287494,"7,631,570","100,622,900"
24.Oct.19,0.352725,0.354318,0.275649,0.280161,"8,848,710","98,056,350"
25.Oct.19,0.343633,0.359677,0.33634,0.351367,"8,432,800","122,978,450"
26.Oct.19,0.371228,0.372369,0.337205,0.342625,"6,654,480","119,918,750"
27.Oct.19,0.405745,0.413622,0.346954,0.371496,"9,116,330","130,023,600"
28.Oct.19,0.410346,0.418074,0.393788,0.406105,"8,585,700","142,136,750"
29.Oct.19,0.414342,0.433272,0.401918,0.419085,"8,999,810","146,679,750"
30.Oct.19,0.419889,0.427333,0.37922,0.40914,"9,846,940","143,199,000"
31.Oct.19,0.444646,0.457575,0.390708,0.419292,"10,720,800","146,752,200"
1.Nov.19,0.392459,0.455803,0.39006,0.445421,"12,823,600","155,897,350"
2.Nov.19,0.387416,0.401789,0.361059,0.391713,"8,897,510","137,099,550"
3.Nov.19,0.371102,0.38631,0.353199,0.381644,"8,994,920","133,575,400"
4.Nov.19,0.372332,0.380326,0.284184,0.373338,"9,742,300","130,668,300"
5.Nov.19,0.423994,0.423994,0.366734,0.373861,"9,340,520","130,851,350"
6.Nov.19,0.417999,0.442162,0.416015,0.42442,"10,271,100","148,547,000"
7.Nov.19,0.442636,0.444595,0.396093,0.419737,"8,460,960","146,907,950"
8.Nov.19,0.566199,0.577406,0.431777,0.443609,"5,288,160","155,263,150"
9.Nov.19,0.507505,0.565642,0.504771,0.563841,"4,227,540","197,344,350"
10.Nov.19,0.510991,0.563421,0.49624,0.510198,"5,513,180","178,569,300"
11.Nov.19,0.465669,0.516688,0.446866,0.513524,"2,527,380","179,733,400"
12.Nov.19,0.478701,0.511314,0.466054,0.46771,"2,491,710","163,698,500"
13.Nov.19,0.485427,0.492362,0.431485,0.480877,"3,412,130","168,306,950"
14.Nov.19,0.517473,0.52354,0.461371,0.486422,"3,397,200","170,247,700"
15.Nov.19,0.533835,0.567519,0.455621,0.521148,"5,364,650","182,401,800"
16.Nov.19,0.58369,0.58369,0.529083,0.53387,"3,218,950","186,854,500"
17.Nov.19,0.594186,0.608093,0.576373,0.586738,"4,530,590","205,358,300"
18.Nov.19,0.629218,0.640109,0.57463,0.592818,"4,243,320","207,486,300"
19.Nov.19,0.652153,0.669431,0.615337,0.628706,"3,547,810","220,047,100"
20.Nov.19,0.661663,0.673799,0.646619,0.652742,"3,763,040","228,459,700"
21.Nov.19,0.662293,0.680856,0.649849,0.663065,"3,992,240","232,072,750"
22.Nov.19,0.724143,0.740327,0.661052,0.661447,"4,943,770","231,506,450"
23.Nov.19,0.69186,0.73518,0.676655,0.723957,"5,426,840","253,384,950"
24.Nov.19,0.672751,0.698348,0.641757,0.691446,"4,113,690","242,006,100"
25.Nov.19,0.646013,0.699827,0.636775,0.675715,"5,793,540","236,500,250"
26.Nov.19,0.676026,0.718403,0.618498,0.650958,"5,582,380","227,835,300"
27.Nov.19,0.601214,0.676693,0.572225,0.674791,"6,902,820","236,176,850"
28.Nov.19,0.654794,0.713841,0.584273,0.601923,"5,678,200","210,673,050"
29.Nov.19,0.695364,0.734271,0.623681,0.653669,"7,049,450","228,784,150"
30.Nov.19,0.771259,0.820339,0.698196,0.699926,"11,664,800","244,974,100"
1.Dec.19,0.760064,0.875907,0.7105,0.774362,"29,965,000","271,026,700"
2.Dec.19,0.676664,0.781357,0.587149,0.761761,"15,946,800","266,616,350"
3.Dec.19,0.644339,0.683901,0.636546,0.672487,"8,038,940","235,370,450"
4.Dec.19,0.561803,0.666601,0.557657,0.639628,"9,385,160","223,869,800"
5.Dec.19,0.568245,0.579358,0.529747,0.565251,"7,288,970","197,837,850"
6.Dec.19,0.564205,0.587916,0.532434,0.568253,"11,953,100","198,888,550"
7.Dec.19,0.48893,0.62475,0.482524,0.570759,"30,283,200","199,765,650"
8.Dec.19,0.417541,0.519708,0.414619,0.490282,"7,646,360","171,598,700"
9.Dec.19,0.419716,0.435649,0.378313,0.416157,"2,544,010","145,654,950"
10.Dec.19,0.435503,0.480114,0.400166,0.419874,"3,474,900","146,955,900"
11.Dec.19,0.412028,0.44002,0.391976,0.435194,"3,047,610","152,317,900"
12.Dec.19,0.375524,0.433127,0.375524,0.41108,"5,285,960","143,878,000"
13.Dec.19,0.425813,0.443644,0.373128,0.376771,"5,201,810","131,869,850"
14.Dec.19,0.343707,0.438514,0.272057,0.425248,"6,105,750","148,836,800"
15.Dec.19,0.430158,0.437098,0.307245,0.341506,"4,347,320","119,527,100"
16.Dec.19,0.518612,0.525754,0.403487,0.434371,"5,171,480","152,029,850"
17.Dec.19,0.500117,0.544792,0.453403,0.518558,"5,826,330","181,495,300"
18.Dec.19,0.51844,0.523837,0.35195,0.494574,"7,123,780","173,100,900"
19.Dec.19,0.619959,0.623401,0.480307,0.520347,"6,605,630","182,121,450"
20.Dec.19,0.598872,0.62402,0.565813,0.620146,"6,957,010","217,051,100"
21.Dec.19,0.700005,0.700005,0.562775,0.596778,"5,598,540","208,872,300"
