Date,Open*,High,Low,Close**,Volume,Market Cap
8.Apr.18,2.5,2.67,2.47,2.54,"116,069,815","888,883,511"
9.Apr.18,2.6,2.65,2.46,2.5,"107,136,821","874,110,354"
10.Apr.18,2.78,2.78,2.57,2.61,"120,045,685","912,493,135"
11.Apr.18,2.64,2.81,2.59,2.77,"200,123,734","970,326,221"
12.Apr.18,2.81,2.81,2.5,2.64,"249,559,325","922,420,687"
13.Apr.18,2.58,2.94,2.52,2.8,"329,507,431","981,348,417"
14.Apr.18,2.4,2.63,2.28,2.58,"224,096,110","902,338,849"
15.Apr.18,2.19,2.49,2.13,2.4,"202,190,935","840,650,623"
16.Apr.18,1.97,2.27,1.96,2.19,"126,356,581","765,835,879"
17.Apr.18,1.98,1.98,1.92,1.97,"96,574,706","688,101,396"
18.Apr.18,1.95,2,1.91,1.98,"77,454,029","692,586,222"
19.Apr.18,2.02,2.03,1.9,1.95,"101,098,441","682,863,179"
20.Apr.18,1.84,2.02,1.83,2.02,"102,294,409","705,830,998"
21.Apr.18,1.76,1.9,1.76,1.84,"91,602,849","643,757,763"
22.Apr.18,1.72,1.77,1.65,1.76,"84,068,855","617,227,495"
23.Apr.18,1.69,1.75,1.67,1.72,"85,120,108","601,027,004"
24.Apr.18,1.67,1.71,1.66,1.69,"71,435,514","590,578,652"
25.Apr.18,1.66,1.68,1.58,1.67,"90,213,617","584,556,447"
26.Apr.18,1.76,1.76,1.56,1.66,"112,008,341","580,641,588"
27.Apr.18,1.74,1.93,1.65,1.76,"161,634,833","616,065,986"
28.Apr.18,1.81,2.06,1.59,1.74,"218,580,528","607,533,240"
29.Apr.18,1.82,1.89,1.79,1.81,"76,114,156","632,571,593"
30.Apr.18,1.89,1.89,1.78,1.82,"63,224,058","637,490,132"
1.May.18,1.83,1.89,1.8,1.89,"76,844,379","661,291,923"
2.May.18,1.88,1.88,1.77,1.83,"75,449,475","639,712,666"
3.May.18,1.81,1.91,1.75,1.88,"133,273,165","656,554,430"
4.May.18,1.63,1.85,1.63,1.81,"112,613,412","633,437,288"
5.May.18,1.58,1.66,1.56,1.63,"74,897,534","570,303,195"
6.May.18,1.62,1.64,1.55,1.58,"62,082,506","553,502,262"
7.May.18,1.57,1.65,1.57,1.62,"64,455,918","566,133,842"
8.May.18,1.58,1.64,1.54,1.57,"82,000,174","547,786,749"
9.May.18,1.71,1.71,1.53,1.58,"95,116,689","553,326,582"
10.May.18,1.74,1.75,1.68,1.71,"61,903,495","597,673,768"
11.May.18,1.8,1.83,1.72,1.73,"67,247,430","607,189,371"
12.May.18,1.79,1.83,1.79,1.8,"66,969,746","630,745,598"
13.May.18,1.83,1.87,1.77,1.8,"96,518,480","628,912,446"
14.May.18,1.78,1.9,1.78,1.83,"88,855,921","640,837,508"
15.May.18,1.73,1.81,1.72,1.78,"71,006,363","621,936,130"
16.May.18,1.8,1.82,1.71,1.73,"72,212,080","606,023,566"
17.May.18,1.78,1.86,1.77,1.8,"69,409,152","629,259,272"
18.May.18,1.85,1.86,1.75,1.79,"70,884,788","624,835,582"
19.May.18,1.83,1.93,1.82,1.85,"80,326,910","649,140,668"
20.May.18,1.77,1.89,1.74,1.83,"63,004,422","641,721,122"
21.May.18,1.79,1.8,1.73,1.78,"43,571,942","621,326,044"
22.May.18,1.8,1.85,1.75,1.79,"51,356,763","626,580,727"
23.May.18,1.78,1.89,1.75,1.81,"57,285,240","632,233,170"
24.May.18,1.9,1.9,1.75,1.78,"83,335,306","624,201,412"
25.May.18,2.11,2.11,1.89,1.9,"59,193,724","665,135,295"
26.May.18,2.08,2.16,2.03,2.11,"62,275,881","737,513,471"
27.May.18,2.09,2.16,2.06,2.08,"54,292,215","726,896,842"
28.May.18,2.18,2.19,2.04,2.09,"59,471,445","729,777,073"
29.May.18,2.25,2.26,2.17,2.19,"50,546,812","764,817,282"
30.May.18,2.23,2.31,2.19,2.25,"85,783,321","788,655,768"
31.May.18,2.22,2.29,2.16,2.23,"71,961,706","780,353,505"
1.Jun.18,2.38,2.39,2.17,2.22,"94,589,329","775,709,885"
2.Jun.18,2.5,2.54,2.36,2.38,"71,968,212","833,161,949"
3.Jun.18,2.5,2.59,2.45,2.51,"81,955,471","876,803,143"
4.Jun.18,2.39,2.55,2.37,2.5,"74,479,050","874,873,977"
5.Jun.18,2.32,2.4,2.31,2.39,"45,504,193","837,686,344"
6.Jun.18,2.41,2.44,2.25,2.32,"71,099,710","812,662,694"
7.Jun.18,2.28,2.43,2.22,2.41,"78,723,315","844,460,611"
8.Jun.18,2.41,2.56,2.21,2.27,"117,748,508","794,901,897"
9.Jun.18,2.38,2.44,2.32,2.41,"61,913,129","844,577,979"
10.Jun.18,2.41,2.46,2.35,2.38,"53,991,936","832,992,225"
11.Jun.18,2.32,2.47,2.28,2.4,"75,758,084","838,892,496"
12.Jun.18,2.18,2.38,2.15,2.32,"88,304,426","812,899,281"
13.Jun.18,2.29,2.3,2.17,2.18,"49,294,449","762,704,421"
14.Jun.18,2.4,2.4,2.29,2.29,"56,631,921","801,179,369"
15.Jun.18,2.46,2.49,2.37,2.39,"69,024,403","837,149,418"
16.Jun.18,2.48,2.52,2.35,2.46,"95,016,633","861,234,531"
17.Jun.18,2.5,2.63,2.48,2.48,"87,397,910","869,531,173"
18.Jun.18,2.42,2.6,2.42,2.5,"95,419,755","874,189,201"
19.Jun.18,2.4,2.72,2.34,2.43,"158,068,000","848,917,776"
20.Jun.18,2.18,2.45,2.15,2.4,"88,993,103","839,928,316"
21.Jun.18,2.2,2.23,2.12,2.18,"46,293,195","763,440,117"
22.Jun.18,2.09,2.22,2.08,2.2,"59,937,401","768,893,256"
23.Jun.18,2.14,2.18,2.01,2.09,"63,663,046","731,198,581"
24.Jun.18,2.22,2.24,2.13,2.14,"41,163,755","749,106,534"
25.Jun.18,2.26,2.29,2.13,2.22,"37,139,642","776,205,287"
26.Jun.18,2.4,2.46,2.23,2.26,"57,981,370","790,468,087"
27.Jun.18,2.38,2.43,2.35,2.4,"38,644,891","841,246,588"
28.Jun.18,2.41,2.52,2.38,2.38,"60,195,321","834,488,658"
29.Jun.18,2.37,2.46,2.3,2.41,"78,623,000","841,888,630"
30.Jun.18,2.42,2.5,2.26,2.37,"66,520,544","829,846,812"
1.Jul.18,2.55,2.59,2.4,2.43,"48,393,920","849,005,263"
2.Jul.18,2.64,2.67,2.5,2.55,"48,335,818","892,624,348"
3.Jul.18,2.61,2.72,2.6,2.64,"67,423,557","925,624,353"
4.Jul.18,2.68,2.75,2.52,2.61,"71,363,583","913,097,864"
5.Jul.18,2.38,2.79,2.35,2.68,"142,714,502","937,681,898"
6.Jul.18,2.19,2.57,2.07,2.38,"135,564,356","832,896,515"
7.Jul.18,2.73,2.77,2.18,2.2,"82,850,036","769,177,557"
8.Jul.18,2.79,2.84,2.6,2.73,"95,812,874","954,972,344"
9.Jul.18,3.17,3.24,2.78,2.79,"95,436,164","975,583,149"
10.Jul.18,3.18,3.27,3.05,3.17,"144,234,535","1,109,669,612"
11.Jul.18,2.83,3.27,2.67,3.17,"162,546,196","1,110,847,783"
12.Jul.18,3.12,3.14,2.78,2.83,"118,728,040","989,498,969"
13.Jul.18,3.11,3.22,2.88,3.12,"172,059,406","1,091,411,807"
14.Jul.18,3.34,3.38,2.98,3.11,"177,238,039","1,089,532,123"
15.Jul.18,3.31,3.55,3.27,3.34,"111,053,367","1,167,515,193"
16.Jul.18,3.48,3.51,3.28,3.31,"97,053,705","1,160,024,637"
17.Jul.18,3.63,3.63,3.46,3.48,"100,575,087","1,216,907,978"
18.Jul.18,3.48,3.7,3.45,3.62,"191,209,597","1,267,753,706"
19.Jul.18,3.53,3.62,3.31,3.48,"178,867,441","1,219,711,940"
20.Jul.18,3.65,3.79,3.53,3.53,"204,354,523","1,236,607,323"
21.Jul.18,3.59,3.82,3.23,3.65,"424,338,055","1,275,902,459"
22.Jul.18,3.45,3.76,2.95,3.59,"377,055,673","1,257,190,706"
23.Jul.18,3.71,4.09,3.39,3.45,"434,865,872","1,206,411,075"
24.Jul.18,2.96,4.54,2.9,3.7,"953,804,527","1,296,103,164"
25.Jul.18,2.27,2.98,2.17,2.96,"229,612,906","1,036,638,992"
26.Jul.18,2.26,2.52,2.07,2.27,"136,956,672","793,662,091"
27.Jul.18,2.19,2.42,2.01,2.26,"179,571,545","791,545,865"
28.Jul.18,1.86,2.41,1.86,2.19,"199,041,263","766,399,120"
29.Jul.18,1.8,1.88,1.79,1.86,"30,278,025","651,116,941"
30.Jul.18,1.84,1.9,1.76,1.8,"47,203,299","630,481,077"
31.Jul.18,1.69,1.93,1.69,1.84,"65,320,899","643,493,677"
1.Aug.18,1.77,1.79,1.62,1.7,"56,871,937","596,004,725"
2.Aug.18,1.84,1.88,1.69,1.77,"40,500,786","617,942,688"
3.Aug.18,1.82,1.9,1.8,1.84,"38,209,064","643,454,346"
4.Aug.18,1.97,2.02,1.77,1.82,"117,480,216","636,487,947"
5.Aug.18,1.67,2.03,1.67,1.97,"158,900,877","690,072,343"
6.Aug.18,1.72,1.78,1.62,1.67,"119,199,289","585,701,350"
7.Aug.18,1.68,1.79,1.63,1.72,"149,453,818","602,456,049"
8.Aug.18,1.85,1.88,1.47,1.68,"344,143,609","586,795,264"
9.Aug.18,1.14,1.95,1.13,1.85,"318,719,301","646,771,978"
10.Aug.18,1.14,1.16,1.11,1.14,"27,563,661","399,965,629"
11.Aug.18,1.19,1.19,1.1,1.14,"25,861,024","398,406,699"
12.Aug.18,1.07,1.19,1.06,1.19,"25,489,176","417,100,427"
13.Aug.18,1.15,1.16,1.04,1.07,"20,498,196","375,638,528"
14.Aug.18,1.18,1.2,1.14,1.15,"18,457,927","403,416,987"
15.Aug.18,1.11,1.24,1.08,1.18,"50,396,874","412,164,418"
16.Aug.18,1.08,1.24,1.06,1.12,"74,387,222","391,871,524"
17.Aug.18,0.88325,1.08,0.88325,1.08,"62,912,027","376,991,267"
18.Aug.18,0.908429,0.931625,0.857405,0.88325,"25,054,880","309,137,609"
19.Aug.18,1.01,1.01,0.903734,0.910969,"19,415,847","318,839,080"
20.Aug.18,0.965132,1.04,0.948151,1.01,"23,376,401","354,351,973"
21.Aug.18,1.02,1.05,0.964412,0.965132,"29,166,848","337,796,271"
22.Aug.18,1.02,1.05,0.962933,1.02,"48,729,261","357,531,895"
23.Aug.18,1.18,1.22,0.97137,1.02,"71,072,187","358,662,835"
24.Aug.18,1.28,1.28,1.16,1.18,"41,812,375","413,975,944"
25.Aug.18,1.21,1.33,1.15,1.28,"55,908,377","446,386,194"
26.Aug.18,1.09,1.27,1.09,1.21,"58,681,258","423,853,821"
27.Aug.18,1.13,1.18,1.04,1.09,"43,379,101","380,472,881"
28.Aug.18,1.34,1.34,1.11,1.13,"52,065,174","395,259,087"
29.Aug.18,1.34,1.42,1.24,1.34,"52,112,753","467,935,969"
30.Aug.18,1.22,1.36,1.17,1.34,"62,796,580","470,746,721"
31.Aug.18,1.18,1.47,1.16,1.22,"118,738,675","427,015,235"
1.Sep.18,1.12,1.23,1.07,1.19,"98,438,799","415,073,110"
2.Sep.18,0.993931,1.13,0.953604,1.13,"28,566,429","395,128,179"
3.Sep.18,0.935665,1.04,0.92943,0.99435,"39,610,667","348,022,497"
4.Sep.18,0.887731,0.95759,0.861204,0.934154,"20,589,987","326,954,044"
5.Sep.18,0.926456,0.97876,0.815716,0.887731,"39,447,831","310,705,812"
6.Sep.18,0.844518,0.9361,0.773683,0.926125,"33,573,495","324,143,612"
7.Sep.18,0.825101,0.877251,0.786645,0.845574,"20,109,177","295,950,928"
8.Sep.18,0.646799,0.923087,0.637336,0.823082,"42,446,071","288,078,581"
9.Sep.18,0.65799,0.684658,0.641344,0.646697,"10,869,526","226,343,857"
10.Sep.18,0.68049,0.697553,0.632952,0.65799,"11,180,413","230,296,513"
11.Sep.18,0.671543,0.731236,0.654661,0.678823,"17,115,294","237,588,178"
12.Sep.18,0.639472,0.723333,0.639021,0.67146,"17,084,493","235,011,049"
13.Sep.18,0.591537,0.697156,0.588824,0.639849,"23,088,642","223,947,011"
14.Sep.18,0.544176,0.611642,0.525372,0.591537,"9,757,958","207,038,074"
15.Sep.18,0.578788,0.612012,0.544724,0.544724,"16,169,094","190,653,521"
16.Sep.18,0.506408,0.58415,0.492072,0.57812,"11,999,352","202,342,028"
17.Sep.18,0.49514,0.520908,0.49147,0.506979,"4,844,367","177,442,700"
18.Sep.18,0.512165,0.51478,0.481348,0.494995,"4,501,322","173,248,139"
19.Sep.18,0.463472,0.521838,0.460731,0.512165,"6,755,514","179,257,760"
20.Sep.18,0.476051,0.477187,0.462566,0.463421,"3,212,373","162,197,465"
21.Sep.18,0.473559,0.489426,0.467288,0.476025,"4,255,127","166,608,665"
22.Sep.18,0.433853,0.473625,0.432954,0.47317,"6,117,527","165,609,469"
23.Sep.18,0.448739,0.451101,0.428721,0.433501,"5,230,685","151,725,351"
24.Sep.18,0.441522,0.457403,0.440225,0.448218,"4,170,835","156,876,126"
25.Sep.18,0.43717,0.459038,0.433999,0.441571,"3,901,156","154,549,706"
26.Sep.18,0.445525,0.457116,0.42593,0.436926,"5,505,480","152,924,256"
27.Sep.18,0.478279,0.500135,0.440754,0.445506,"6,760,468","155,927,053"
28.Sep.18,0.481483,0.481483,0.446669,0.478313,"7,281,840","167,409,434"
29.Sep.18,0.495666,0.503501,0.481483,0.481483,"6,260,080","168,519,003"
30.Sep.18,0.499349,0.518363,0.489451,0.496664,"5,966,146","173,832,277"
1.Oct.18,0.515529,0.516346,0.481099,0.499498,"5,015,660","174,824,315"
2.Oct.18,0.514467,0.531926,0.508351,0.515661,"4,637,764","180,481,253"
3.Oct.18,0.52392,0.538236,0.510728,0.51427,"5,918,321","179,994,496"
4.Oct.18,0.49984,0.524362,0.49984,0.524362,"4,816,738","183,526,781"
5.Oct.18,0.503032,0.507384,0.492098,0.500259,"4,224,360","175,090,817"
6.Oct.18,0.491902,0.51562,0.491823,0.503054,"4,307,086","176,068,779"
7.Oct.18,0.52874,0.52874,0.485267,0.492214,"6,369,018","172,274,842"
8.Oct.18,0.539316,0.546824,0.512053,0.52874,"5,680,703","185,059,171"
9.Oct.18,0.495333,0.541624,0.494792,0.539208,"7,063,057","188,722,677"
10.Oct.18,0.485395,0.515451,0.460543,0.49535,"6,616,811","173,372,567"
11.Oct.18,0.520977,0.522058,0.460694,0.486123,"7,966,598","170,142,918"
12.Oct.18,0.534443,0.53869,0.517878,0.520257,"8,226,906","182,089,916"
13.Oct.18,0.568899,0.568899,0.525419,0.53468,"7,970,929","187,137,933"
14.Oct.18,0.577537,0.588704,0.545413,0.568899,"9,889,748","199,114,822"
15.Oct.18,0.569635,0.587925,0.568781,0.577119,"6,038,857","201,991,507"
16.Oct.18,0.577593,0.586439,0.56289,0.57011,"7,641,845","199,538,351"
17.Oct.18,0.541969,0.581019,0.541719,0.577468,"7,928,035","202,113,893"
18.Oct.18,0.564471,0.583761,0.524932,0.54224,"11,153,064","189,784,007"
19.Oct.18,0.583602,0.60535,0.54711,0.565453,"13,494,096","197,908,509"
20.Oct.18,0.55576,0.600143,0.538438,0.584279,"16,414,974","204,497,754"
21.Oct.18,0.508822,0.55901,0.502701,0.556138,"11,605,651","194,648,237"
22.Oct.18,0.494278,0.53564,0.488088,0.507613,"9,259,723","177,664,598"
23.Oct.18,0.498974,0.517915,0.484092,0.494278,"3,395,827","172,997,221"
24.Oct.18,0.503459,0.504325,0.49094,0.499502,"4,239,835","174,825,731"
25.Oct.18,0.500018,0.515897,0.492195,0.503459,"6,329,645","176,210,776"
26.Oct.18,0.464117,0.503666,0.461459,0.499871,"6,237,410","174,954,769"
27.Oct.18,0.475201,0.482013,0.453718,0.463601,"6,231,819","162,260,295"
28.Oct.18,0.457155,0.488948,0.45033,0.476395,"8,467,627","166,738,405"
29.Oct.18,0.463184,0.463754,0.452962,0.456405,"3,100,039","159,741,728"
30.Oct.18,0.466228,0.467981,0.459142,0.463084,"2,494,600","162,079,235"
31.Oct.18,0.460479,0.469147,0.45295,0.466446,"3,835,633","163,256,018"
1.Nov.18,0.4858,0.486737,0.449624,0.461061,"4,652,789","161,371,279"
2.Nov.18,0.485134,0.493797,0.478777,0.486086,"3,511,170","170,130,073"
3.Nov.18,0.480655,0.485468,0.474479,0.485391,"2,894,766","169,886,753"
4.Nov.18,0.48423,0.486447,0.471952,0.480714,"3,415,764","168,249,917"
5.Nov.18,0.485642,0.488046,0.477323,0.483685,"7,196,927","169,289,685"
6.Nov.18,0.490123,0.495906,0.477491,0.485599,"7,199,555","169,959,638"
7.Nov.18,0.490593,0.497047,0.487662,0.490087,"3,912,307","171,530,373"
8.Nov.18,0.484472,0.498457,0.480215,0.491097,"10,961,574","171,884,118"
9.Nov.18,0.488498,0.489492,0.473605,0.48451,"6,203,981","169,578,470"
10.Nov.18,0.468989,0.506671,0.461123,0.488552,"9,177,232","170,993,152"
11.Nov.18,0.502303,0.514857,0.462762,0.46749,"11,191,637","163,621,430"
12.Nov.18,0.477753,0.546149,0.47168,0.501768,"14,548,536","175,618,843"
13.Nov.18,0.465638,0.483478,0.457612,0.477456,"7,457,248","167,109,642"
14.Nov.18,0.456038,0.513961,0.456038,0.466202,"14,303,158","163,170,755"
15.Nov.18,0.433013,0.47754,0.430243,0.455832,"7,330,127","159,541,169"
16.Nov.18,0.432834,0.440171,0.424048,0.431821,"4,082,793","151,137,385"
17.Nov.18,0.407985,0.432997,0.406767,0.432997,"6,561,919","151,549,045"
18.Nov.18,0.422797,0.427474,0.400721,0.407811,"3,710,145","142,733,863"
19.Nov.18,0.426864,0.432958,0.422492,0.424169,"1,849,996","148,459,049"
20.Nov.18,0.431073,0.438003,0.423016,0.427787,"2,339,649","149,725,369"
21.Nov.18,0.42721,0.442263,0.423619,0.431785,"3,667,815","151,124,739"
22.Nov.18,0.431167,0.445228,0.422652,0.427421,"3,941,979","149,597,202"
23.Nov.18,0.438511,0.447849,0.422632,0.431479,"3,696,949","151,017,630"
24.Nov.18,0.472764,0.475703,0.43592,0.437432,"6,553,450","153,101,366"
25.Nov.18,0.408956,0.470638,0.407175,0.470638,"7,817,871","164,723,462"
26.Nov.18,0.463182,0.464864,0.40481,0.41064,"6,649,844","143,724,138"
27.Nov.18,0.451517,0.462867,0.444993,0.461889,"4,318,600","161,661,081"
28.Nov.18,0.44468,0.459443,0.442613,0.452029,"4,048,573","158,210,223"
29.Nov.18,0.466101,0.475834,0.442442,0.445463,"6,437,539","155,911,935"
30.Nov.18,0.45822,0.474131,0.449128,0.46611,"6,379,429","163,138,410"
1.Dec.18,0.473187,0.479299,0.458156,0.458156,"6,259,916","160,354,681"
2.Dec.18,0.460618,0.482621,0.454602,0.474333,"6,753,508","166,016,565"
3.Dec.18,0.439879,0.472939,0.430112,0.457499,"6,623,800","160,124,725"
4.Dec.18,0.433277,0.444838,0.433277,0.440511,"2,715,140","154,178,777"
5.Dec.18,0.428067,0.442391,0.421697,0.432969,"3,006,564","151,539,099"
6.Dec.18,0.443295,0.445445,0.422198,0.428376,"3,914,369","149,931,672"
7.Dec.18,0.426152,0.444044,0.419635,0.444044,"4,517,365","155,415,427"
8.Dec.18,0.427962,0.434029,0.421859,0.425395,"4,205,375","148,888,416"
9.Dec.18,0.452691,0.452691,0.423454,0.429451,"5,928,665","150,307,799"
10.Dec.18,0.464839,0.480033,0.439995,0.452186,"7,950,326","158,265,149"
11.Dec.18,0.438646,0.479012,0.43302,0.464334,"6,382,735","162,516,967"
12.Dec.18,0.401928,0.443174,0.39869,0.436519,"6,900,024","152,781,612"
13.Dec.18,0.399709,0.406291,0.39333,0.401474,"3,171,282","140,515,984"
14.Dec.18,0.422242,0.422242,0.393226,0.39962,"5,378,906","139,866,994"
15.Dec.18,0.393349,0.43044,0.39043,0.421776,"5,865,307","147,621,682"
16.Dec.18,0.397265,0.409227,0.38808,0.394452,"4,850,155","138,058,129"
17.Dec.18,0.416137,0.416226,0.391219,0.396142,"3,856,282","138,649,652"
18.Dec.18,0.418132,0.431468,0.40194,0.414927,"4,128,147","145,224,462"
19.Dec.18,0.387798,0.428248,0.383756,0.419263,"5,696,881","146,742,214"
20.Dec.18,0.429458,0.440094,0.386335,0.38769,"7,507,124","135,691,624"
21.Dec.18,0.453444,0.453444,0.421108,0.426929,"8,965,899","149,425,068"
22.Dec.18,0.413458,0.462636,0.412659,0.455235,"18,998,440","159,332,250"
23.Dec.18,0.43414,0.43465,0.35793,0.41349,"13,461,911","144,721,540"
24.Dec.18,0.469769,0.469769,0.430183,0.433749,"10,244,607","151,812,147"
25.Dec.18,0.479245,0.491413,0.468378,0.472149,"5,982,204","165,252,211"
26.Dec.18,0.50869,0.51851,0.477191,0.479549,"8,985,719","167,842,286"
27.Dec.18,0.509978,0.511099,0.47908,0.504242,"8,538,515","176,484,747"
28.Dec.18,0.540244,0.55163,0.507175,0.509976,"10,344,545","178,491,610"
29.Dec.18,0.50198,0.565396,0.50198,0.540335,"13,998,683","189,117,145"
30.Dec.18,0.490262,0.524284,0.476899,0.503412,"9,503,123","176,194,054"
31.Dec.18,0.490917,0.49729,0.471904,0.490123,"7,018,434","171,542,899"
1.Jan.19,0.500851,0.500851,0.475322,0.49147,"7,015,260","172,014,468"
2.Jan.19,0.482481,0.507996,0.469729,0.500732,"8,659,548","175,256,028"
3.Jan.19,0.495978,0.498681,0.473998,0.483012,"11,096,121","169,054,158"
4.Jan.19,0.520065,0.541322,0.482514,0.497374,"18,011,677","174,080,781"
5.Jan.19,0.487361,0.557111,0.465549,0.518795,"26,829,916","181,578,132"
6.Jan.19,0.441589,0.498074,0.424715,0.48566,"17,594,771","169,981,024"
7.Jan.19,0.410553,0.451917,0.381357,0.444261,"9,558,626","155,491,200"
8.Jan.19,0.444803,0.469002,0.407561,0.412244,"15,375,000","144,285,540"
9.Jan.19,0.354977,0.46385,0.353391,0.444193,"14,491,941","155,467,564"
10.Jan.19,0.400968,0.406695,0.34656,0.354604,"5,524,822","124,111,323"
11.Jan.19,0.428384,0.435931,0.401065,0.401805,"8,182,734","140,631,739"
12.Jan.19,0.377736,0.424596,0.365395,0.424198,"6,481,963","148,469,448"
13.Jan.19,0.397072,0.409975,0.371402,0.376474,"5,182,374","131,765,950"
14.Jan.19,0.396251,0.402905,0.373846,0.39701,"7,628,848","138,953,564"
15.Jan.19,0.439706,0.443555,0.387636,0.395948,"13,064,911","138,581,888"
16.Jan.19,0.368733,0.450038,0.367064,0.437175,"24,652,793","153,011,387"
17.Jan.19,0.31653,0.372249,0.315525,0.365974,"10,890,273","128,091,007"
18.Jan.19,0.30077,0.318269,0.297464,0.316489,"1,637,715","110,771,092"
19.Jan.19,0.289458,0.30198,0.289407,0.299371,"1,522,529","104,779,850"
20.Jan.19,0.299919,0.302193,0.285003,0.289444,"1,427,065","101,305,557"
21.Jan.19,0.299537,0.314664,0.29508,0.298643,"1,852,488","104,525,175"
22.Jan.19,0.298933,0.318848,0.290561,0.29997,"2,630,385","104,989,447"
23.Jan.19,0.281154,0.301622,0.257564,0.298379,"3,236,126","104,432,787"
24.Jan.19,0.30672,0.310779,0.27316,0.275171,"3,696,029","96,309,875"
25.Jan.19,0.316293,0.318841,0.296311,0.307583,"4,251,937","107,654,193"
26.Jan.19,0.308042,0.321722,0.288652,0.317662,"4,949,793","111,181,784"
27.Jan.19,0.314183,0.331237,0.300437,0.307952,"3,333,646","107,783,370"
28.Jan.19,0.313058,0.320195,0.301084,0.313261,"2,828,792","109,641,510"
29.Jan.19,0.298164,0.311306,0.286961,0.311306,"3,110,687","108,957,073"
30.Jan.19,0.340056,0.341128,0.292681,0.298483,"4,301,773","104,469,142"
31.Jan.19,0.295162,0.345179,0.29281,0.338506,"9,490,875","118,477,117"
1.Feb.19,0.272329,0.312698,0.26493,0.296346,"5,660,320","103,720,962"
2.Feb.19,0.233623,0.271144,0.228102,0.270225,"3,884,847","94,578,831"
3.Feb.19,0.204694,0.237725,0.204425,0.233422,"2,037,677","81,697,552"
4.Feb.19,0.203568,0.219491,0.203279,0.206882,"1,719,297","72,408,560"
5.Feb.19,0.203787,0.207093,0.199322,0.203357,"1,292,231","71,174,852"
6.Feb.19,0.205921,0.210268,0.199043,0.202932,"1,356,092","71,026,150"
7.Feb.19,0.226988,0.228285,0.20194,0.205696,"1,188,210","71,993,569"
8.Feb.19,0.221575,0.241433,0.22133,0.226759,"1,357,029","79,365,652"
9.Feb.19,0.219478,0.225838,0.211127,0.223391,"923,276","78,186,886"
10.Feb.19,0.239682,0.242904,0.215351,0.219072,"815,587","76,675,209"
11.Feb.19,0.227884,0.246241,0.219745,0.239791,"1,430,497","83,926,770"
12.Feb.19,0.216476,0.244318,0.21193,0.228283,"2,173,231","79,898,994"
13.Feb.19,0.22221,0.223212,0.196705,0.216468,"2,270,701","75,763,778"
14.Feb.19,0.256743,0.270216,0.222732,0.222732,"2,461,190","77,956,051"
15.Feb.19,0.285659,0.292989,0.256613,0.256613,"1,554,730","89,814,396"
16.Feb.19,0.287593,0.310187,0.284313,0.287812,"1,994,609","100,734,096"
17.Feb.19,0.317583,0.318396,0.28405,0.288482,"1,617,950","100,968,609"
18.Feb.19,0.332233,0.344589,0.315039,0.315657,"1,143,867","110,480,027"
19.Feb.19,0.322805,0.344942,0.315273,0.332692,"2,359,405","116,442,288"
20.Feb.19,0.344778,0.38826,0.311531,0.322242,"4,213,313","112,784,611"
21.Feb.19,0.331753,0.384418,0.315004,0.344782,"4,077,698","120,673,703"
22.Feb.19,0.28831,0.350208,0.285821,0.33146,"3,667,720","116,011,000"
23.Feb.19,0.283613,0.307023,0.268116,0.287584,"4,308,920","100,654,400"
24.Feb.19,0.259927,0.284513,0.239467,0.283866,"2,712,730","99,353,100"
25.Feb.19,0.284489,0.284489,0.239775,0.259428,"3,812,450","90,799,800"
26.Feb.19,0.329575,0.339396,0.261923,0.284568,"1,634,890","99,598,800"
27.Feb.19,0.340543,0.35133,0.319733,0.329343,"1,661,750","115,270,050"
28.Feb.19,0.366398,0.384949,0.342961,0.342961,"2,252,920","120,036,350"
1.Mar.19,0.341726,0.377458,0.324775,0.367507,"3,028,430","128,627,450"
2.Mar.19,0.408542,0.419936,0.324131,0.341813,"4,418,950","119,634,550"
3.Mar.19,0.525748,0.525748,0.390645,0.41129,"4,749,190","143,951,500"
4.Mar.19,0.486116,0.532501,0.481317,0.524238,"3,048,070","183,483,300"
5.Mar.19,0.513972,0.515894,0.475894,0.48512,"4,137,480","169,792,000"
6.Mar.19,0.538504,0.53886,0.506062,0.512894,"4,171,370","179,512,900"
7.Mar.19,0.547454,0.559497,0.491501,0.541633,"7,177,480","189,571,550"
8.Mar.19,0.584511,0.614066,0.48713,0.547843,"9,008,150","191,745,050"
9.Mar.19,0.562648,0.621279,0.55339,0.581442,"11,449,100","203,504,700"
10.Mar.19,0.512046,0.5653,0.504897,0.562799,"3,420,880","196,979,650"
11.Mar.19,0.520441,0.525232,0.501918,0.509636,"1,026,380","178,372,600"
12.Mar.19,0.492969,0.527346,0.49052,0.521143,"2,227,350","182,400,050"
13.Mar.19,0.49489,0.499999,0.483278,0.492477,"1,271,700","172,366,950"
14.Mar.19,0.481795,0.522419,0.479117,0.497974,"3,155,890","174,290,900"
15.Mar.19,0.484404,0.489589,0.471198,0.482141,"1,232,730","168,749,350"
16.Mar.19,0.481669,0.491555,0.464432,0.484115,"1,949,590","169,028,650"
17.Mar.19,0.502914,0.513416,0.478931,0.481368,"1,623,590","168,478,800"
18.Mar.19,0.541181,0.543299,0.487832,0.503996,"2,981,540","176,398,600"
19.Mar.19,0.50197,0.55466,0.500238,0.543031,"3,484,070","190,060,850"
20.Mar.19,0.515766,0.524203,0.49807,0.500783,"2,995,750","175,274,050"
